carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.4,2,7,6,61.3,56.0,4.78,4.75,2.92,1190.0
0.31,2,5,4,62.3,57.0,4.34,4.3,2.69,643.2
0.43,2,5,8,62.0,56.0,4.87,4.84,3.01,1333.4
0.54,2,6,5,62.0,56.0,5.26,5.23,3.25,1960.8
0.65,5,7,6,59.9,58.0,5.69,5.63,3.39,3212.2
0.71,3,2,6,63.6,57.0,5.69,5.66,3.61,2480.8
0.31,3,5,4,63.9,56.0,4.29,4.32,2.75,704.2
0.51,4,6,4,61.3,60.0,5.11,5.16,3.15,1728.8
0.6,2,3,2,61.7,54.0,5.44,5.48,3.37,1183.0
0.52,2,4,3,62.6,56.0,5.16,5.13,3.22,1278.0
1.54,2,1,4,61.9,57.0,7.39,7.5,4.6,7471.2
0.3,2,6,6,61.7,55.0,4.31,4.28,2.65,846.4
0.7,4,6,4,61.2,59.0,5.69,5.72,3.49,2449.0
0.9,2,6,4,62.1,57.0,6.15,6.18,3.83,5254.6
1.01,4,7,3,62.9,59.0,6.39,6.43,4.03,4864.4
1.56,2,5,3,61.2,57.0,7.52,7.48,4.59,11548.4
0.31,2,5,3,62.3,56.0,4.32,4.35,2.7,632.4
0.39,2,4,3,61.4,55.0,4.7,4.74,2.9,773.8
1.03,5,7,2,62.5,54.0,6.5,6.42,4.04,3757.4
0.7,2,6,4,61.4,57.0,5.76,5.8,3.55,3018.6
1.05,5,2,1,61.8,56.0,6.53,6.48,4.02,3517.8
0.53,2,5,4,61.3,55.0,5.22,5.25,3.21,1668.2
1.0,5,5,4,60.7,58.0,6.45,6.36,3.89,6625.8
0.53,5,3,3,59.4,60.0,5.26,5.24,3.12,1114.6
1.0,3,3,2,63.9,55.0,6.41,6.34,4.07,3882.2
2.02,2,3,2,62.7,57.0,8.05,8.0,5.03,15239.0
1.08,4,4,2,63.2,57.0,6.54,6.5,4.12,4451.6
0.77,2,5,3,61.5,56.0,5.89,5.95,3.64,2684.6
0.33,5,3,4,60.4,60.0,4.52,4.48,2.72,580.0
0.41,2,5,4,60.0,56.0,4.82,4.88,2.91,1187.2
0.3,2,5,4,62.1,55.0,4.26,4.31,2.66,739.4
1.01,3,6,2,61.4,64.0,6.29,6.42,3.9,3805.0
0.74,5,6,4,62.7,58.0,5.77,5.72,3.6,2936.6
0.55,4,6,3,64.2,55.0,5.18,5.2,3.33,1255.4
0.51,2,6,5,62.0,57.0,5.11,5.15,3.18,1968.4
1.0,4,4,6,62.3,58.0,6.39,6.45,4.0,7091.6
0.55,4,6,6,60.8,55.0,5.26,5.33,3.22,1799.6
2.0,2,3,4,62.4,55.0,8.03,7.94,4.99,16937.8
0.32,2,6,4,60.2,57.0,4.51,4.46,2.7,759.0
0.31,5,7,3,62.1,58.0,4.33,4.3,2.68,650.0
0.34,5,5,4,60.7,60.0,4.5,4.46,2.72,698.8
0.32,2,4,5,61.9,55.0,4.43,4.39,2.73,689.8
0.7,4,2,2,58.8,60.0,5.8,5.83,3.42,3427.6
0.31,5,6,5,61.9,58.0,4.31,4.32,2.67,830.2
0.73,5,5,2,59.5,62.0,5.89,5.84,3.49,2519.0
1.3,5,5,5,62.5,58.0,6.97,6.94,4.35,9320.6
0.32,2,4,8,62.9,55.0,4.41,4.37,2.76,871.4
2.01,2,3,4,63.0,55.0,8.03,7.97,5.04,15569.8
0.5,2,3,3,61.9,56.0,5.08,5.13,3.16,1135.4
0.52,4,4,3,63.3,57.0,5.11,5.08,3.22,1230.4
0.73,2,4,3,62.1,54.0,5.81,5.76,3.59,2502.6
1.0,5,3,4,59.7,59.0,6.57,6.52,3.91,4420.8
0.53,2,4,5,61.5,57.0,5.26,5.21,3.22,1748.8
0.34,2,6,3,62.9,56.0,4.48,4.45,2.81,829.0
0.54,2,3,3,61.0,56.0,5.24,5.28,3.21,1185.2
0.73,5,7,4,60.9,59.0,5.82,5.77,3.53,2753.0
0.5,2,1,4,62.5,53.0,5.09,5.12,3.19,841.0
0.33,4,4,3,63.2,57.0,4.44,4.39,2.79,720.4
2.09,3,2,3,57.9,63.0,8.37,8.46,4.87,14748.4
0.55,2,6,5,61.9,55.0,5.3,5.24,3.25,2120.2
1.01,2,6,4,61.3,57.0,6.49,6.46,3.97,7092.6
1.26,2,4,7,62.1,57.0,7.01,6.91,4.32,10220.0
0.5,4,6,3,63.3,59.0,5.03,4.99,3.17,1002.0
0.4,5,5,4,62.1,58.0,4.71,4.76,2.94,903.2
0.61,2,6,4,61.4,56.0,5.47,5.51,3.37,1921.4
0.41,2,5,6,61.7,57.0,4.8,4.73,2.94,1179.4
0.5,2,4,4,61.6,55.0,5.11,5.14,3.16,1445.8
1.11,5,6,4,62.2,58.0,6.61,6.64,4.12,6912.8
1.22,2,5,4,62.6,56.0,6.8,6.78,4.25,8490.4
0.33,2,5,5,61.2,56.0,4.46,4.49,2.74,809.2
1.51,3,3,3,62.2,61.0,7.25,7.32,4.53,9808.4
0.71,5,5,3,60.4,58.0,5.8,5.83,3.51,2237.6
0.23,2,5,6,60.3,57.0,3.99,4.03,2.42,818.0
0.6,5,6,2,62.0,59.0,5.41,5.37,3.34,1601.4
0.55,3,2,6,61.0,61.0,5.32,5.36,3.26,1681.2
0.91,2,5,3,60.2,57.0,6.29,6.34,3.8,3938.2
1.2,4,6,3,61.8,56.0,6.75,6.82,4.19,5191.6
0.54,2,3,2,61.2,56.0,5.27,5.24,3.21,957.4
1.09,3,5,3,61.0,64.0,6.58,6.63,4.03,4957.4
0.49,5,3,2,59.9,59.0,5.17,5.12,3.08,721.0
0.35,2,4,7,61.7,55.0,4.54,4.57,2.81,909.0
1.28,5,4,6,62.1,58.0,6.96,6.91,4.31,10591.8
0.39,2,2,8,62.3,54.0,4.69,4.71,2.93,837.8
1.02,3,3,2,63.7,58.0,6.28,6.24,3.99,3547.2
1.01,3,6,2,63.7,58.0,6.32,6.36,4.04,4000.0
1.0,3,6,3,63.2,57.0,6.36,6.39,4.03,4493.2
1.19,5,3,5,62.4,59.0,6.79,6.73,4.22,7072.6
1.54,5,3,4,62.1,62.0,7.38,7.31,4.56,11367.6
0.57,2,4,6,61.7,56.0,5.3,5.33,3.28,2072.4
0.91,2,4,3,62.1,57.0,6.2,6.23,3.86,3946.0
2.31,5,2,2,58.8,58.0,8.7,8.64,5.1,14338.4
0.6,4,4,3,63.5,59.9,5.28,5.3,3.36,2095.0
0.32,4,3,7,61.2,57.0,4.39,4.42,2.69,597.6
1.0,5,6,4,62.9,58.0,6.36,6.29,3.98,5849.8
0.42,2,6,4,62.1,56.0,4.8,4.77,2.97,984.2
0.23,2,4,8,62.8,55.0,3.93,3.96,2.48,871.4
0.23,3,7,6,61.8,65.0,3.9,3.93,2.42,1085.0
0.5,2,4,3,61.7,57.0,5.06,5.08,3.13,1228.4
1.02,3,3,2,58.6,64.0,6.32,6.26,3.68,3165.6
0.7,5,7,5,61.2,60.0,5.69,5.71,3.49,3116.8
1.23,4,4,2,60.8,59.0,6.88,6.97,4.21,5403.4
0.3,4,4,3,61.6,59.0,4.26,4.28,2.63,596.0
1.53,4,3,3,63.4,55.0,7.3,7.34,4.64,9288.6
0.33,2,4,4,62.3,55.0,4.42,4.47,2.77,684.4
0.57,2,7,5,61.1,57.0,5.33,5.37,3.27,2094.8
0.42,2,7,3,62.3,57.0,4.8,4.77,2.98,824.8
0.41,2,4,3,62.2,56.0,4.77,4.75,2.96,942.8
2.01,4,2,4,63.8,59.0,7.89,7.85,5.02,14863.6
0.31,2,4,6,61.8,54.0,4.36,4.38,2.7,756.2
1.0,1,2,3,67.9,62.0,6.19,6.03,4.15,2956.8
0.31,2,6,3,61.1,55.0,4.36,4.41,2.68,729.6
0.76,3,1,5,62.6,61.9,5.7,5.75,3.58,2701.2
0.41,3,6,2,63.5,55.0,4.69,4.73,2.99,607.4
1.12,5,4,3,59.8,58.0,6.79,6.76,4.05,4895.0
1.08,4,5,2,63.3,59.0,6.48,6.44,4.09,3970.4
0.71,2,2,6,60.7,57.0,5.76,5.8,3.51,3173.0
0.7,2,6,3,61.9,55.0,5.74,5.77,3.56,2919.8
0.9,5,1,6,62.5,61.0,6.15,6.08,3.82,2800.2
0.33,3,5,4,63.2,56.0,4.39,4.41,2.78,783.2
2.45,2,5,2,62.0,55.0,8.67,8.64,5.36,16457.4
0.65,2,4,5,60.6,60.0,5.58,5.61,3.39,2679.2
1.0,4,7,2,63.7,55.0,6.32,6.37,4.04,4437.4
1.02,4,6,3,63.1,61.0,6.42,6.35,4.03,5000.4
1.01,2,5,2,60.8,55.0,6.52,6.48,3.95,4644.4
0.8,3,4,3,63.9,57.0,5.84,5.81,3.72,3264.4
0.42,2,6,4,62.0,55.0,4.82,4.8,2.98,1003.2
0.44,5,5,2,62.8,60.0,4.86,4.82,3.04,1123.4
0.76,2,6,5,60.5,56.0,5.94,5.99,3.61,3193.8
0.3,4,7,5,63.5,55.0,4.24,4.29,2.71,747.4
0.75,5,6,4,59.9,61.0,5.97,5.91,3.56,2737.8
0.31,2,5,4,61.6,56.0,4.39,4.35,2.69,630.8
1.47,5,2,2,61.6,59.0,7.29,7.32,4.5,6328.6
1.12,5,2,5,59.6,58.0,6.82,6.77,4.05,5141.4
0.3,2,4,5,62.3,56.0,4.32,4.29,2.68,594.8
0.23,4,3,8,63.9,55.0,3.89,3.9,2.49,1005.4
0.71,4,3,3,63.1,56.0,5.62,5.69,3.57,2078.8
1.01,5,4,2,61.1,58.0,6.39,6.37,3.9,4272.6
0.26,3,6,8,59.6,61.0,4.13,4.16,2.47,839.8
1.23,5,4,6,59.6,59.0,6.98,6.95,4.15,9790.2
0.75,4,6,3,63.4,57.0,5.77,5.75,3.65,2589.8
1.11,2,4,4,62.2,55.0,6.67,6.61,4.13,7221.0
0.55,4,1,4,62.9,54.0,5.23,5.29,3.31,1195.8
0.91,5,4,5,62.2,58.0,6.22,6.12,3.85,4827.0
1.02,4,3,2,63.5,58.0,6.34,6.38,4.04,4314.8
2.2,4,3,2,63.3,57.0,8.28,8.17,5.21,14406.4
0.33,2,6,3,59.6,57.0,4.49,4.53,2.69,1347.6
0.3,5,7,3,62.5,59.0,4.26,4.22,2.65,696.4
1.0,1,3,2,69.5,55.0,6.17,6.1,4.26,2871.4
1.0,1,4,2,68.3,54.0,6.21,6.12,4.2,2378.2
0.64,2,7,7,61.8,54.0,5.54,5.56,3.43,3427.0
1.05,4,6,2,62.2,59.0,6.44,6.51,4.03,4646.2
1.53,5,3,4,62.7,56.0,7.39,7.31,4.61,10301.0
0.42,2,6,4,60.9,57.0,4.85,4.87,2.96,812.6
0.59,4,4,3,59.3,58.0,5.45,5.51,3.25,1357.8
0.42,4,2,3,61.2,60.0,4.78,4.82,2.94,597.0
1.01,3,2,2,62.6,59.0,6.24,6.35,3.94,3765.8
0.34,2,6,5,62.1,56.0,4.48,4.5,2.79,988.0
0.3,5,6,4,60.7,59.0,4.3,4.33,2.62,816.4
0.31,2,3,7,62.2,56.0,4.34,4.37,2.71,858.2
0.74,2,4,4,61.3,55.0,5.82,5.89,3.59,3111.4
1.0,5,5,2,60.2,62.0,6.53,6.45,3.91,4089.4
0.91,4,3,3,62.7,56.0,6.14,6.18,3.86,3940.6
0.4,2,3,8,61.9,55.0,4.76,4.77,2.95,1120.4
0.6,4,7,4,63.1,54.0,5.41,5.33,3.39,1609.0
0.82,2,6,2,62.6,55.0,5.94,5.98,3.73,2854.4
1.0,5,6,5,61.4,58.0,6.44,6.42,3.95,6091.0
0.3,4,4,7,63.4,56.0,4.31,4.27,2.72,1170.4
0.72,5,6,3,59.5,59.0,5.87,5.83,3.48,2817.4
0.72,5,1,3,62.0,58.0,5.74,5.77,3.57,2097.6
1.0,2,2,3,59.8,57.0,6.44,6.5,3.87,4967.4
1.57,4,3,5,62.8,60.0,7.36,7.44,4.65,10980.8
0.32,2,7,4,61.9,55.0,4.44,4.41,2.74,797.6
0.71,2,5,2,61.4,55.0,5.76,5.78,3.54,2489.6
0.31,4,3,5,61.4,61.0,4.33,4.36,2.67,579.8
0.7,2,3,2,62.1,55.0,5.69,5.72,3.54,1622.0
1.29,4,1,2,63.5,57.0,6.89,6.87,4.37,4148.8
0.32,2,5,4,62.3,56.0,4.4,4.37,2.73,773.6
0.32,5,4,5,62.8,59.0,4.37,4.33,2.73,777.0
1.21,4,4,2,62.8,60.0,6.7,6.77,4.23,4684.8
1.01,5,5,4,60.4,59.0,6.52,6.46,3.92,6164.0
0.3,5,6,4,59.2,59.0,4.37,4.41,2.6,906.6
0.83,2,3,2,62.3,54.0,6.04,6.07,3.77,2804.0
0.34,2,4,4,62.1,55.0,4.46,4.49,2.78,641.4
0.89,4,2,4,63.1,55.0,6.09,6.17,3.87,2697.8
0.31,2,5,6,61.7,55.0,4.33,4.36,2.68,831.8
1.53,5,1,5,60.1,59.0,7.51,7.47,4.5,8449.4
0.7,5,5,4,59.4,61.0,5.83,5.79,3.45,2195.2
0.81,2,2,4,62.4,54.8,5.98,6.01,3.75,2433.0
0.9,5,1,3,62.8,59.0,6.13,6.03,3.82,2621.0
1.24,4,1,2,63.3,60.0,6.83,6.75,4.29,3794.0
0.72,5,3,3,62.7,59.0,5.73,5.69,3.58,2505.2
0.35,5,3,2,62.0,58.0,4.47,4.5,2.78,633.2
1.07,2,1,4,61.6,56.0,6.59,6.55,4.04,4903.6
1.19,4,3,3,60.8,59.0,6.84,6.87,4.17,5705.8
1.0,4,7,2,63.5,59.0,6.35,6.32,4.02,3955.8
0.43,5,5,3,61.3,60.0,4.86,4.83,2.97,952.2
0.57,2,3,5,61.0,57.0,5.37,5.34,3.26,1802.0
0.8,2,2,5,61.9,54.1,5.92,5.98,3.69,2533.0
0.36,5,5,3,60.2,58.0,4.6,4.63,2.78,764.6
0.9,5,5,2,60.5,57.0,6.23,6.2,3.76,2913.0
1.0,3,5,2,63.4,60.0,6.28,6.33,4.0,4029.6
1.5,5,3,2,62.1,59.0,7.28,7.24,4.51,7770.6
1.03,3,6,5,63.3,59.0,6.4,6.45,4.07,7367.8
0.55,5,4,4,59.6,59.0,5.36,5.32,3.18,1532.2
0.96,2,5,1,60.7,55.0,6.41,6.37,3.88,3236.2
0.4,2,6,6,61.6,56.0,4.73,4.78,2.93,1186.2
1.07,2,4,3,60.2,57.0,6.7,6.59,4.0,5331.8
0.39,4,6,4,60.0,56.0,4.76,4.81,2.87,1103.2
0.32,4,4,2,62.4,59.0,4.35,4.4,2.73,497.6
0.33,5,3,5,62.1,59.0,4.43,4.46,2.76,547.4
0.8,2,5,3,62.4,57.0,5.9,5.87,3.67,2785.4
1.18,4,3,3,60.1,59.0,6.83,6.88,4.11,5995.4
1.1,2,4,5,62.0,58.0,6.59,6.64,4.1,8036.8
2.11,2,1,5,61.8,56.2,8.2,8.23,5.07,16087.2
1.07,4,4,2,62.9,59.0,6.51,6.58,4.12,4174.4
0.31,2,5,8,61.2,57.0,4.35,4.38,2.67,932.8
0.32,2,7,2,59.5,57.0,4.47,4.5,2.67,612.4
0.9,5,5,2,62.3,57.0,6.18,6.15,3.84,3989.6
1.22,5,4,3,61.2,60.0,6.82,6.75,4.15,6177.4
1.02,5,3,3,59.2,58.0,6.6,6.57,3.9,4696.0
1.0,5,2,4,61.6,59.0,6.47,6.39,3.96,3992.6
1.35,3,2,2,57.9,60.0,7.33,7.29,4.23,5374.6
0.33,5,6,3,59.6,60.0,4.51,4.48,2.68,603.2
1.1,5,3,3,63.0,58.0,6.6,6.55,4.14,4293.4
0.23,4,5,6,59.6,57.0,3.98,4.0,2.38,599.6
1.2,2,6,2,62.5,55.0,6.77,6.84,4.25,5641.4
1.01,2,5,5,62.5,54.0,6.46,6.43,4.03,8204.4
1.2,4,3,2,62.1,59.0,6.75,6.8,4.21,5239.4
0.31,5,5,4,59.0,59.0,4.44,4.47,2.63,834.0
0.36,2,6,5,61.4,56.0,4.59,4.63,2.83,884.4
1.21,4,1,5,59.3,57.0,6.98,7.04,4.16,4713.8
0.31,3,7,2,63.6,54.0,4.34,4.31,2.75,578.8
2.02,2,3,3,62.0,56.0,8.06,8.13,5.02,16201.4
0.31,2,3,2,61.3,55.0,4.35,4.38,2.67,448.8
0.71,2,2,3,62.0,54.0,5.72,5.75,3.55,1421.6
2.08,4,3,2,63.4,59.0,8.06,8.0,5.09,13560.6
0.36,2,5,3,60.1,56.0,4.67,4.62,2.79,719.2
0.27,2,2,5,61.9,55.0,4.16,4.18,2.58,470.6
1.5,4,5,6,63.8,59.0,7.17,7.25,4.6,14272.2
0.31,2,2,4,61.6,57.0,4.36,4.4,2.7,558.2
1.22,5,1,2,62.2,60.0,6.89,6.77,4.25,3742.8
2.01,2,1,3,62.1,56.0,8.08,8.03,5.0,13008.4
0.9,2,5,4,60.5,54.0,6.22,6.17,3.75,7388.2
1.21,5,6,2,61.9,60.0,6.78,6.73,4.18,5357.4
0.9,4,7,2,60.3,63.0,6.22,6.12,3.72,3617.8
1.55,2,4,2,60.7,55.0,7.54,7.51,4.57,8126.6
0.73,5,1,3,58.2,59.0,5.99,5.91,3.46,2659.0
0.31,2,4,8,61.8,54.0,4.36,4.38,2.7,939.6
0.2,5,6,4,61.1,59.0,3.81,3.78,2.32,805.2
0.71,2,3,3,62.7,55.0,5.66,5.7,3.56,2393.4
0.32,5,1,3,62.2,59.0,4.41,4.37,2.73,553.0
0.9,5,4,4,61.5,60.0,6.16,6.13,3.78,4575.8
0.5,3,1,4,63.2,60.0,5.01,5.06,3.18,954.6
1.01,4,4,3,62.0,63.0,6.34,6.25,3.9,4466.4
1.0,5,6,3,60.7,59.0,6.41,6.38,3.88,5298.8
0.37,2,5,4,60.6,56.0,4.63,4.64,2.81,861.6
0.52,3,6,4,58.3,61.0,5.26,5.31,3.08,1658.6
1.51,3,2,3,63.9,63.0,7.2,7.17,4.59,7610.6
2.09,5,3,2,61.0,60.0,8.28,8.19,5.02,14735.0
0.7,3,5,3,63.8,60.0,5.63,5.6,3.58,2556.6
0.71,5,7,7,59.2,59.0,5.88,5.84,3.47,4751.8
0.35,2,5,4,61.4,54.0,4.58,4.54,2.8,767.6
0.35,5,6,4,60.9,59.0,4.54,4.56,2.77,893.8
0.51,4,4,3,62.7,59.0,5.07,5.13,3.2,1046.4
0.74,2,5,5,61.9,54.0,5.78,5.82,3.59,3314.6
1.04,5,1,2,62.0,59.0,6.49,6.47,4.02,3781.2
0.34,5,3,5,61.4,59.0,4.53,4.5,2.77,624.0
0.34,2,4,8,61.3,56.0,4.52,4.55,2.78,919.6
0.5,4,7,3,61.0,61.0,5.08,5.11,3.11,1535.6
1.1,2,5,4,61.4,56.0,6.68,6.64,4.09,7956.2
0.73,2,7,4,61.4,56.0,5.81,5.78,3.56,3497.8
0.5,2,6,2,62.8,55.0,5.08,5.05,3.18,748.6
0.77,2,7,3,62.3,56.0,5.84,5.87,3.65,3102.0
0.41,5,7,5,60.6,59.0,4.84,4.8,2.92,1219.2
1.01,5,6,4,62.5,58.0,6.44,6.4,4.01,6484.0
0.72,2,5,2,62.4,55.0,5.72,5.76,3.58,2547.6
1.51,5,5,2,59.9,58.0,7.53,7.46,4.49,8118.6
0.53,4,5,5,60.6,57.0,5.21,5.25,3.17,1364.6
1.07,4,3,3,60.4,58.0,6.67,6.73,4.05,5640.6
0.72,2,7,4,62.6,58.0,5.7,5.73,3.58,3140.8
1.04,3,4,5,63.8,57.0,6.43,6.4,4.09,6623.6
0.9,4,5,2,61.1,54.0,6.27,6.29,3.84,3091.8
0.5,2,1,4,61.6,56.0,5.08,5.14,3.15,872.8
0.4,4,1,8,62.7,60.0,4.64,4.7,2.93,697.8
0.35,2,5,4,62.5,57.0,4.5,4.53,2.82,774.0
0.73,4,2,6,62.3,58.0,5.75,5.78,3.59,2439.6
1.02,4,7,3,63.3,60.0,6.33,6.38,4.02,5707.0
0.97,2,3,4,62.9,56.0,6.35,6.31,3.98,5311.4
0.38,2,3,3,62.0,54.0,4.66,4.72,2.91,481.0
0.4,2,4,7,60.2,60.0,4.78,4.82,2.89,1117.2
1.5,5,5,5,62.2,60.0,7.3,7.27,4.53,14679.6
0.41,5,1,7,62.2,59.0,4.75,4.71,2.94,809.2
1.0,3,4,6,61.6,60.0,6.34,6.38,3.92,7500.8
0.75,4,7,2,63.6,58.0,5.71,5.76,3.65,2813.6
1.2,2,4,5,62.0,57.0,6.81,6.78,4.21,9392.4
0.3,2,5,8,62.1,54.0,4.32,4.35,2.69,919.8
0.85,2,6,4,59.3,57.0,6.19,6.22,3.68,3952.8
0.38,4,6,4,60.3,58.0,4.67,4.72,2.83,767.0
0.43,2,2,7,63.0,56.0,4.86,4.83,3.05,682.6
0.75,5,6,4,62.1,57.0,5.9,5.79,3.63,2737.8
0.9,4,2,2,60.4,58.0,6.25,6.31,3.79,3116.2
1.57,5,1,2,59.6,56.0,7.59,7.5,4.5,8180.4
1.16,2,5,6,60.5,58.0,6.77,6.85,4.12,10617.2
0.7,4,7,4,61.8,55.0,5.68,5.72,3.52,3166.4
0.91,5,6,3,62.4,57.0,6.23,6.11,3.85,4786.0
1.01,2,3,3,60.4,58.0,6.47,6.5,3.92,5438.6
0.31,2,6,3,62.7,54.0,4.36,4.35,2.73,692.6
2.02,2,3,2,62.4,56.0,8.14,8.04,5.06,15837.0
1.39,4,3,4,59.5,61.0,7.27,7.33,4.34,10703.6
0.31,2,4,8,61.9,53.0,4.36,4.39,2.71,893.4
0.9,2,4,3,60.8,58.0,6.2,6.29,3.8,3766.8
1.0,4,4,4,63.3,58.0,6.39,6.27,4.01,5728.4
0.51,2,5,4,62.8,57.0,5.1,5.06,3.19,1548.4
0.59,4,3,3,61.8,56.0,5.39,5.43,3.35,1805.2
0.34,4,4,3,63.4,57.0,4.4,4.45,2.81,720.4
0.76,5,3,4,58.7,61.0,5.99,5.96,3.51,3214.4
0.31,5,5,8,61.6,58.0,4.37,4.33,2.68,931.8
1.51,4,5,5,61.7,59.0,7.29,7.33,4.51,14799.4
0.3,2,5,7,61.5,56.0,4.32,4.36,2.67,886.4
1.01,4,6,3,62.3,60.0,6.36,6.39,3.97,4894.6
0.61,2,3,3,61.9,54.0,5.44,5.48,3.38,1239.2
1.28,4,5,2,62.5,55.0,6.91,7.0,4.35,6199.4
0.7,5,6,7,61.7,59.0,5.67,5.71,3.51,2952.4
0.36,2,5,3,60.1,56.0,4.62,4.67,2.79,719.2
1.02,4,6,7,62.2,57.0,6.4,6.59,4.04,9036.6
1.08,2,4,4,60.3,59.0,6.62,6.64,4.0,6573.0
0.58,2,6,5,62.6,56.0,5.33,5.27,3.32,1692.6
0.3,3,7,2,63.2,57.0,4.21,4.24,2.67,612.0
0.5,4,6,4,63.2,56.0,5.06,5.03,3.19,1468.4
0.37,5,3,4,59.5,61.0,4.67,4.64,2.77,811.4
1.01,2,2,3,60.6,57.0,6.51,6.56,3.96,4376.2
0.4,2,3,3,62.6,52.0,4.73,4.76,2.97,536.0
1.51,5,3,2,62.4,58.0,7.36,7.31,4.58,7195.8
1.41,2,1,5,61.6,56.0,7.19,7.22,4.44,7184.4
0.34,2,3,4,62.6,54.0,4.45,4.5,2.8,574.6
0.3,3,2,8,63.3,56.0,4.21,4.26,2.68,762.8
1.51,4,4,3,59.6,60.0,7.43,7.47,4.44,10338.6
0.7,4,7,2,63.1,58.0,5.63,5.57,3.53,2313.8
0.8,2,6,3,61.5,58.0,5.96,6.0,3.68,3217.8
1.11,5,3,2,61.5,59.0,6.67,6.63,4.09,3997.4
0.25,2,4,5,62.0,54.0,4.06,4.07,2.52,492.4
0.7,2,6,2,61.2,55.0,5.76,5.68,3.5,2567.0
0.4,5,3,5,62.4,60.0,4.69,4.74,2.94,831.2
1.53,5,2,5,61.2,59.0,7.41,7.39,4.53,10186.2
0.51,3,1,4,63.1,56.0,5.1,5.13,3.23,921.8
0.31,5,3,8,60.8,59.0,4.39,4.36,2.66,966.2
0.52,2,2,3,61.8,56.0,5.15,5.18,3.19,982.2
0.71,5,4,3,60.4,59.0,5.81,5.75,3.49,1662.4
1.67,2,3,5,61.8,55.9,7.57,7.6,4.69,14714.0
0.38,4,6,7,60.0,59.0,4.66,4.68,2.8,1066.6
0.3,2,5,7,61.8,57.0,4.3,4.34,2.67,913.4
0.56,2,3,8,61.3,56.0,5.32,5.35,3.27,2540.4
1.52,5,2,3,58.1,62.0,7.61,7.56,4.41,8452.2
1.11,3,3,3,64.2,58.0,6.47,6.53,4.17,4833.4
1.03,5,5,3,58.6,62.0,6.65,6.6,3.88,4630.6
0.71,4,4,3,62.3,57.0,5.7,5.76,3.57,2073.2
1.21,3,6,1,63.3,63.0,6.67,6.72,4.24,4540.6
0.57,4,6,2,59.7,57.0,5.4,5.48,3.25,1569.0
0.42,4,7,3,63.0,57.0,4.77,4.81,3.02,804.8
0.32,2,6,4,62.7,55.0,4.38,4.36,2.74,695.2
0.36,2,5,3,59.7,57.0,4.69,4.72,2.81,945.8
1.51,5,4,5,62.2,58.0,7.29,7.35,4.55,13186.2
0.34,5,4,3,60.8,59.0,4.56,4.46,2.74,943.4
0.5,3,3,7,63.3,57.0,5.02,5.06,3.19,1250.4
2.0,1,3,1,69.8,54.0,7.6,7.56,5.29,7168.6
1.45,4,7,6,62.0,56.0,7.25,7.32,4.52,14199.2
1.0,5,4,8,61.4,59.0,6.47,6.39,3.95,8741.4
1.42,4,4,6,62.6,60.0,7.14,7.17,4.48,12835.6
0.83,4,5,3,62.1,58.0,5.98,6.06,3.74,3026.2
0.3,4,5,2,62.6,61.0,4.2,4.24,2.64,648.4
1.11,4,6,2,61.7,63.0,6.65,6.54,4.07,4585.8
0.34,2,6,3,62.2,54.0,4.47,4.5,2.79,701.8
0.7,4,7,3,59.4,63.0,5.76,5.78,3.43,2667.6
0.3,4,3,5,63.3,56.0,4.3,4.26,2.71,699.6
0.5,3,6,2,58.2,59.0,5.24,5.27,3.06,1919.0
0.9,1,5,2,65.7,63.0,6.01,5.96,3.93,3158.2
0.7,5,7,2,60.6,58.0,5.75,5.7,3.47,2395.6
0.34,5,7,2,60.6,60.0,4.53,4.48,2.73,537.0
1.0,2,4,6,60.8,57.0,6.45,6.47,3.93,7916.0
0.42,2,4,7,62.0,56.0,4.81,4.84,2.99,1127.4
0.34,4,3,6,63.0,55.0,4.44,4.48,2.81,735.2
1.16,2,4,2,61.9,56.0,6.77,6.73,4.18,5034.2
0.56,5,4,5,61.2,60.0,5.3,5.26,3.23,1744.0
0.34,5,6,3,61.9,59.0,4.48,4.44,2.76,639.8
0.31,2,6,7,61.7,56.0,4.33,4.36,2.68,941.0
0.31,2,5,7,61.1,56.0,4.37,4.4,2.68,959.0
0.52,5,4,4,61.7,58.0,5.16,5.14,3.18,1183.8
1.04,4,2,4,61.9,58.0,6.47,6.55,4.03,4090.0
0.5,4,6,5,62.7,56.0,5.09,5.12,3.2,1316.4
1.31,5,1,4,62.0,59.0,7.04,6.97,4.34,5551.0
1.0,4,6,3,59.6,60.0,6.43,6.48,3.85,5472.6
0.32,4,4,4,62.6,58.0,4.37,4.39,2.74,781.2
0.7,4,2,4,62.2,59.0,5.64,5.71,3.53,2081.0
0.3,2,5,7,61.9,54.0,4.35,4.37,2.7,840.4
0.76,2,1,3,62.9,54.0,5.82,5.85,3.67,2190.2
0.51,4,4,6,63.5,55.0,5.09,5.05,3.22,940.2
1.01,4,5,4,63.5,58.0,6.35,6.32,4.02,5703.2
0.71,2,3,5,61.7,55.0,5.73,5.75,3.54,2843.0
1.03,2,7,3,62.4,57.0,6.47,6.44,4.03,5785.8
0.84,4,5,6,60.4,62.0,6.1,6.15,3.7,6875.8
0.76,5,6,2,60.8,57.0,5.89,5.85,3.57,2466.4
1.03,5,1,5,61.8,58.0,6.51,6.41,3.99,5026.8
